1.5545	Most refugees were women, children, elderly, or disabled.	大多数难民是妇女、儿童、老人或残疾人。
1.0285	Although the 1993 Russian Constitution has an article expressly prohibiting censorship, the Russian censorship apparatus Roskomnadzor ordered the country's media to only use information from Russian state sources or face fines and blocks, and accused a number of independent media outlets of spreading "unreliable socially significant untrue information" about the shelling of Ukrainian cities by the Russian army and civilian deaths.	俄罗斯联邦通信、信息技术和大众传媒监督局（RKN）向Google致函要求限制其声称包含的不准确伤亡信息，并表示将封锁发布此类信息的互联网资源。
1.0284	Over seventy sovereign states and the European Union delivered humanitarian aid to Ukraine, and nearly fifty countries plus the EU provided military aid.	截止6月，澳大利亚已向乌克兰提供了1.73亿美元的军事和人道主义援助，并额外向联合国难民署捐赠了超过1200万美元。
1.0281	Deputy Kremlin Chief of Staff Dmitry Kozak said in 2022 that he had negotiated an agreement with Ukraine within a few days of the invasion.	2022年3月2日中午，乌克兰外交部长德米特里·库列巴表示，目前尚无与俄罗斯进行新一轮会谈日期的信息 。
1.0281	Most of us know this and it's why we fight so fearlessly."On 16 May, the Ukrainian General staff announced that the Mariupol garrison had "fulfilled its combat mission" and that final evacuations from the Azovstal steel factory had begun.	5月16日，麦当劳宣布退出俄罗斯市场。
1.0280	Vladimir Yefimov, leader of one such organisation, explained how the process worked in the Ural area.	乌克兰人民代表鲁斯捷姆·乌梅罗夫；
1.0279	The Russian Ministry of Defense claimed to have repelled these counterattacks.	维基媒体基金会拒绝了俄当局提出的删除要求。
1.0278	In a surprise visit to Ukraine on 9 April, British Prime Minister Boris Johnson said "Putin is a war criminal, he should be pressured, not negotiated with," and that the collective West was not willing to make a deal with Putin.	4月5日，北约秘书长延斯·斯托尔滕贝格在比利时布鲁塞尔北约总部举行的北约外长会议上针对普京与习近平在莫斯科会面后，中俄随后联合宣布“各​​国不应在境外部署核武器”的几天后，俄罗斯宣布将在白俄罗斯部署战术核武器相当于“空头承诺”。
1.0278	Russian invasion of Ukraine at Google News	俄罗斯宇航员声援乌克兰
1.0277	The following day, Russia announced that it was sending troops into these territories as "peacekeepers", and the Federation Council of Russia authorised the use of military force abroad.	次日俄罗斯联邦委员会准许总统在境外动武。
1.0274	NBC News reported that officials at the 11 October 2023 Ukraine Defense Contact Group meeting began confidential and delicate talks with the Ukrainian officials about what the broad outlines of possible peace negotiations might entail, according to two U.S. participants.	2021年11月30日，北大西洋公约组织在拉脱维亚里加召开外长会议，主要讨论俄罗斯入侵乌克兰的可能，乌克兰外交部长库列巴应邀参会。
1.0273	Russia's chief rabbi, Berel Lazar, wrote a letter to Russian authorities, asking them to condemn Pavlov's comments, which he described as "a new variety of old blood libels".	超过150名俄罗斯高级官员签署了一封公开信，谴责入侵是“前所未有的暴行”，警告称“将造成灾难性后果”。
1.0273	According to Lavrov one of the Russian security interest was "the need to prevent the creation of a hostile Nazi regime near Russian borders."	布鲁金斯学会的坦维·马丹认为，印度的“外交政策目标之一是阻止俄罗斯与中国走得更近”。
1.0272	Ukraine brought a case before the International Court of Justice (ICJ) to challenge Russia's claim.	先前，美国在联合国安全理事会起草决议案要求对俄罗斯发出谴责，但被俄罗斯一票否决。
1.0268	At the onset of the conflict, Russia had roughly 12,000 military personnel in the Black Sea Fleet, in several locations in the Crimean peninsula like Sevastopol, Kacha, Hvardiiske, Simferopol Raion, Sarych, and others.	5月12日，中华人民共和国在联合国人权理事会会议上投票反对一项旨在调查俄罗斯军队在基辅、切尔尼戈夫、哈尔科夫和苏梅等地附近战争罪嫌的决议草案。
1.0266	On 24 February 2022, Russia invaded Ukraine in an escalation of the Russo-Ukrainian War that started in 2014.	在2022年2月24日，俄罗斯对乌克兰发动入侵。
1.0266	Russian Foreign Minister Sergey Lavrov characterized the conflict as a proxy war started by NATO.	俄罗斯外交部发言人扎哈罗娃表示，乌方的目的是“破坏和平谈判”。
1.0265	In March, the Ministry followed up with another conspiracy theory, which claims that the U.S. is training birds in Ukraine to spread disease among Russian citizens, according to a statement given by Major General Igor Konashenkov, spokesman of the Ministry to Russian state-controlled media.	3月10日，俄军辐射、化学和生物防护部队司令伊戈尔·基里洛夫在新闻发布会中披露了更多细节，称美国在2020年以前资助敖德萨、基辅和哈尔科夫的实验室开展UP-4计划，专门研究候鸟传播的高危险性传染病，包括H5N1病毒和新城病。
1.0264	On 3 March, the second round of peace talks began.	3月3日，第二轮谈判于白俄罗斯布列斯特州别洛韦日森林进行。
1.0262	Explosions destroyed two Russian broadcast towers in Transnistria on 27 April that had primarily rebroadcast Russian television programming, Ukrainian sources said.	2月27日，央视军事及中国其他官方媒体引述全俄国家电视广播公司记者鲁坚科在个人社交账号上的指控，指英国广播公司（BBC）在直播报道中发布的称俄军炮击哈尔科夫导致民房受损的照片，实则是乌军炮击顿涅茨克导致民房受损的画面。
1.0261	In response, Zelenskyy ordered the conscription of army reservists;	11月7日，泽连斯基再次强调和谈条件：
1.0258	In October 2023, the US Department of Commerce added 42 Chinese companies to the Entity List for supplying Russia with microelectronics for missile and drone guidance systems.	2月24日，美国商务部下属的工业安全局将5家中国实体纳入实体清单，美国方面表示这些实体协助了俄罗斯军方。
1.0258	United States officials said they had intelligence suggesting that Russia might be preparing to use chemical weapons in Ukraine, a claim that US President Joe Biden later echoed publicly.	也有北约内部人士认为，美国有可能通过故意传播这些信息来挫败俄罗斯的攻击计划。
1.0255	On 30 September, Russia annexed four oblasts of Ukraine which it had partially conquered during the invasion.	苏联解体时，克里米亚地区在乌克兰独立公投中以多数支持脱离苏联而成为独立的乌克兰的一部分。
1.0253	Kremlin spokesman Dmitry Peskov said on 23 February that the separatist leaders in Donetsk and Luhansk had sent a letter to Putin stating that Ukrainian shelling had caused civilian deaths and appealing for military support.	2月24日，随着俄罗斯军队逼近乌克兰首都基辅并使用导弹袭击，一些亲俄罗斯网站、官方媒体和国会议员称乌克兰总统弗拉基米尔·泽连斯基已经逃离乌克兰。
1.0251	One of several efforts to document Russian war crimes concerns its repeated bombardment of markets and bread lines, destruction of basic infrastructure and attacks on exports and supply convoys, in a country where deliberate starvation of Ukrainians by Soviets the Holodomor still looms large in public memory.	乌克兰官方公布的监控录像显示，被击中的是个繁华的街道，炮火摧毁了市场、店铺和药房，大批群众在惊慌中四处逃窜。
1.0249	He incorrectly stated that Vladimir Lenin had created Ukraine, by carving a separate Soviet Republic out of what Putin said was Russian land, and that Nikita Khrushchev "took Crimea away from Russia for some reason and gave it to Ukraine" in 1954.Putin falsely claimed that Ukrainian society and government were dominated by neo-Nazism, invoking the history of collaboration in German-occupied Ukraine during World War II, and echoing an antisemitic conspiracy theory that cast Russian Christians, rather than Jews, as the true victims of Nazi Germany.	普京称苏联的民族政策导致俄罗斯领土被切割，是列宁缔造了现代乌克兰，批评当年苏联共产党“直接将顿巴斯塞给了乌克兰”的举动。
1.0248	Putin claimed Western powers broke promises not to let any Eastern European countries join.	俄罗斯领导人声称，西方大国曾承诺北约不会向东扩张，但这一点存在争议。
1.0247	Security checkpoints isolated the Crimean Peninsula from the rest of Ukraine and restricted movement within the territory.	欧洲空中航行安全组织同样表示，由于军事限制，乌克兰领空已不可使用。
1.0246	The next day, Russia fired missiles at the port city of Odesa, through which Ukrainian grain flows and formally declared Ukrainian ports unsafe.	同日，中华人民共和国海关总署发布公告，允许俄罗斯全境小麦进口。
